invoice_id,vendor_id,vendor_name,invoice_date,due_date,currency,subtotal,tax_amount,total_amount,po_number,cost_center,description,invoice_status
INV-2026-000462,V0085,Royal Holdings Limited,2026-02-07,2026-03-24,USD,923.55,92.35,1015.9,PR-18239,OPS,Network equipment,PAID
INV-2026-000486,V0012,Evergreen Industries Corporation,2026-02-07,2026-03-24,EUR,8775.3,0.0,8775.3,CAPEX-39067,OPS,Software licensing,PAID
INV-2026-000571,V0080,Vertex Textiles Corporation,2026-02-07,2026-03-24,USD,18493.36,0.0,18493.36,PR-99831,OPS,Freight and logistics,REVIEW
INV-2026-000932,V0019,Titan Foods Incorporated,2026-02-07,2026-03-24,USD,12114.19,969.14,13083.33,CAPEX-11059,LOG,Security services,PAID
INV-2026-000933,V0085,Royal Holdings Limited,2026-02-07,2026-02-22,USD,10201.3,1530.2,11731.5,PO-65320,OPS,Professional consulting,PAID
INV-2026-001126,V0036,Unity Packaging Corporation,2026-02-07,2026-02-22,USD,19896.06,0.0,19896.06,OPEX-56217,OPS,Packaging materials,REVIEW
INV-2026-001240,V0064,Redwood Textiles Limited,2026-02-07,2026-03-24,GBP,3106.53,248.52,3355.05,PR-49799,HR,Office equipment,PAID
INV-2026-001465,V0017,Delta Pharma Limited,2026-02-07,2026-04-08,USD,17199.85,1375.99,18575.84,PR-13670,MKT,Professional consulting,OPEN
INV-2026-001526,V0048,Zenith Trading Incorporated,2026-02-07,2026-04-08,GBP,18700.33,0.0,18700.33,OPEX-92821,IT,Professional consulting,REVIEW
INV-2026-001629,V0015,Titan Consulting Limited,2026-02-07,2026-03-24,USD,15142.79,0.0,15142.79,OPEX-71972,HR,Packaging materials,PAID
INV-2026-001933,V0065,Pioneer Industries Incorporated,2026-02-07,2026-02-22,USD,9091.68,727.33,9819.02,CAPEX-64823,IT,Software licensing,REVIEW
INV-2026-001955,V0070,Royal Supplies Incorporated,2026-02-07,2026-03-24,GBP,5408.85,811.33,6220.17,OPEX-85092,HR,Network equipment,PAID
INV-2026-001957,V0088,Unity Technologies Limited,2026-02-07,2026-03-09,LKR,1068796.65,160319.5,1229116.15,CAPEX-25753,OPS,Professional consulting,OPEN
INV-2026-000050,V0063,Fusion Consulting Incorporated,2026-02-08,2026-03-25,EUR,9748.71,779.9,10528.6,OPEX-69682,OPS,Professional consulting,PAID
INV-2026-000600,V0085,Royal Holdings Limited,2026-02-08,2026-03-10,LKR,310599.56,55907.92,366507.48,PO-64995,OPS,Office equipment,PAID
INV-2026-000790,V0031,Pioneer Supplies Incorporated,2026-02-08,2026-03-10,LKR,884892.85,70791.43,955684.28,PO-93090,FIN,Maintenance services,PAID
INV-2026-000824,V0063,Fusion Consulting Incorporated,2026-02-08,2026-04-09,LKR,1847634.29,332574.17,2180208.46,OPEX-16975,FIN,Freight and logistics,PAID
INV-2026-000862,V0035,Global Engineering Limited,2026-02-08,2026-04-09,EUR,13429.38,2417.29,15846.67,PO-67386,MKT,Packaging materials,PAID
INV-2026-001312,V0038,Insight Services Limited,2026-02-08,2026-04-09,USD,2231.89,0.0,2231.89,CAPEX-76951,PROC,Warehouse supplies,PAID
INV-2026-001541,V0075,Vertex Packaging Limited,2026-02-08,2026-03-10,USD,2951.08,236.09,3187.17,CAPEX-11411,PROC,Software licensing,PAID
INV-2026-001679,V0018,Royal Networks Incorporated,2026-02-08,2026-02-23,EUR,3368.03,606.25,3974.27,PR-22040,MKT,Network equipment,PAID
INV-2026-001795,V0054,Jade Industries Limited,2026-02-08,2026-03-25,EUR,11415.55,0.0,11415.55,PO-18680,FIN,Cloud infrastructure services,OPEN
INV-2026-001873,V0001,Unity Trading Limited,2026-02-08,2026-02-23,USD,15397.64,2309.65,17707.29,OPEX-84442,OPS,Cloud infrastructure services,PAID
INV-2026-001903,V0010,Silverline Systems Incorporated,2026-02-08,2026-03-10,LKR,1532376.6,229856.49,1762233.09,PO-51171,HR,Packaging materials,REVIEW
INV-2026-000315,V0014,Delta Foods Corporation,2026-02-09,2026-02-24,USD,9057.39,724.59,9781.98,OPEX-25825,LOG,Network equipment,PAID
INV-2026-000442,V0088,Unity Technologies Limited,2026-02-09,2026-02-24,USD,14371.34,0.0,14371.34,PO-19600,IT,Freight and logistics,PAID
INV-2026-000481,V0014,Delta Foods Corporation,2026-02-09,2026-03-26,GBP,11757.16,940.57,12697.73,OPEX-84012,OPS,Security services,PAID
INV-2026-000523,V0034,Metro Consulting Limited,2026-02-09,2026-03-11,USD,121.84,0.0,121.84,CAPEX-47586,HR,Data services,PAID
INV-2026-000647,V0054,Jade Industries Limited,2026-02-09,2026-03-11,LKR,1348380.51,0.0,1348380.51,PO-19403,PROC,Cloud infrastructure services,REVIEW
INV-2026-000726,V0023,Metro Consulting Corporation,2026-02-09,2026-03-11,USD,2444.32,195.55,2639.86,PR-67788,OPS,Network equipment,PAID
INV-2026-000838,V0083,Metro Engineering Limited,2026-02-09,2026-03-26,EUR,12635.64,1895.35,14530.99,PO-48103,HR,Maintenance services,PAID
INV-2026-000865,V0013,Delta Solutions Corporation,2026-02-09,2026-03-11,USD,16404.92,0.0,16404.92,PR-67554,HR,Cloud infrastructure services,REVIEW
INV-2026-001080,V0001,Unity Trading Limited,2026-02-09,2026-03-11,USD,9477.49,758.2,10235.69,CAPEX-57775,HR,Freight and logistics,PAID
INV-2026-001118,V0062,Vertex Packaging Incorporated,2026-02-09,2026-03-11,USD,10925.31,874.02,11799.33,PO-12779,MKT,Cloud infrastructure services,PAID
INV-2026-001390,V0079,Global Trading Limited,2026-02-09,2026-03-11,LKR,1705612.65,0.0,1705612.65,OPEX-25653,IT,Packaging materials,REVIEW
INV-2026-001402,V0050,Keystone Trading Corporation,2026-02-09,2026-04-10,EUR,4307.98,775.44,5083.41,OPEX-55471,PROC,Training services,PAID
INV-2026-001623,V0073,Crescent Logistics Corporation,2026-02-09,2026-03-26,EUR,15663.36,0.0,15663.36,PR-63908,OPS,Packaging materials,PAID
INV-2026-001655,V0058,Harbor Logistics Limited,2026-02-09,2026-03-11,GBP,15040.98,1504.1,16545.07,PO-28275,MKT,Network equipment,PAID
INV-2026-001713,V0059,Seacrest Solutions Limited,2026-02-09,2026-03-11,GBP,131.85,19.78,151.63,PO-74907,FIN,Software licensing,OPEN
INV-2026-001776,V0023,Metro Consulting Corporation,2026-02-09,2026-04-10,USD,5003.45,0.0,5003.45,CAPEX-32517,MKT,Office equipment,OPEN
INV-2026-000335,V0018,Royal Networks Incorporated,2026-02-10,2026-03-27,LKR,1287550.33,128755.03,1416305.37,CAPEX-32833,PROC,Data services,PAID
INV-2026-000435,V0065,Pioneer Industries Incorporated,2026-02-10,2026-03-27,EUR,10796.27,0.0,10796.27,CAPEX-38992,FIN,Training services,REVIEW
INV-2026-000535,V0042,Evergreen Packaging Limited,2026-02-10,2026-02-25,GBP,18755.93,2813.39,21569.32,PO-43202,HR,Training services,REVIEW
INV-2026-000973,V0031,Pioneer Supplies Incorporated,2026-02-10,2026-03-12,GBP,10810.22,1945.84,12756.06,PO-38476,HR,Maintenance services,PAID
INV-2026-001658,V0051,Nova Systems Corporation,2026-02-10,2026-03-12,LKR,1911511.63,286726.74,2198238.37,CAPEX-39850,FIN,Packaging materials,REVIEW
INV-2026-001709,V0081,Nova Textiles Corporation,2026-02-10,2026-04-11,USD,19547.37,0.0,19547.37,OPEX-20714,MKT,Maintenance services,REVIEW
INV-2026-001866,V0060,Zenith Packaging Limited,2026-02-10,2026-02-25,LKR,1780649.96,0.0,1780649.96,OPEX-78718,OPS,Professional consulting,REVIEW
INV-2026-000014,V0015,Titan Consulting Limited,2026-02-11,2026-03-13,USD,11624.25,929.94,12554.19,OPEX-61990,PROC,Professional consulting,PAID
INV-2026-000189,V0043,Silverline Logistics Limited,2026-02-11,2026-03-28,GBP,5234.43,0.0,5234.43,PO-54185,MKT,Office equipment,REVIEW
INV-2026-000368,V0007,Quantum Technologies Incorporated,2026-02-11,2026-04-12,LKR,1930712.28,0.0,1930712.28,PR-98826,FIN,Office equipment,REVIEW
INV-2026-000396,V0038,Insight Services Limited,2026-02-11,2026-02-26,EUR,9987.53,0.0,9987.53,OPEX-53332,FIN,Cloud infrastructure services,REVIEW
INV-2026-000543,V0071,Harbor Technologies Limited,2026-02-11,2026-02-26,EUR,3201.91,256.15,3458.06,CAPEX-80989,OPS,Packaging materials,PAID
INV-2026-000598,V0042,Evergreen Packaging Limited,2026-02-11,2026-02-26,USD,2389.6,238.96,2628.56,CAPEX-21181,LOG,Warehouse supplies,PAID
INV-2026-000728,V0070,Royal Supplies Incorporated,2026-02-11,2026-04-12,USD,2535.22,0.0,2535.22,OPEX-75459,MKT,Freight and logistics,OPEN
INV-2026-000855,V0003,Harbor Services Incorporated,2026-02-11,2026-03-13,GBP,3940.96,315.28,4256.24,OPEX-40422,LOG,Professional consulting,PAID
INV-2026-000978,V0036,Unity Packaging Corporation,2026-02-11,2026-03-13,LKR,60680.6,0.0,60680.6,PR-48554,IT,Data services,PAID
INV-2026-001027,V0004,Delta Solutions Incorporated,2026-02-11,2026-03-13,USD,15354.22,0.0,15354.22,CAPEX-97285,HR,Training services,PAID
INV-2026-001058,V0049,Seacrest Consulting Incorporated,2026-02-11,2026-03-28,USD,1775.09,142.01,1917.1,OPEX-28775,LOG,Professional consulting,PAID
INV-2026-001147,V0038,Insight Services Limited,2026-02-11,2026-03-13,GBP,9326.55,1678.78,11005.33,PO-40352,FIN,Training services,PAID
INV-2026-001421,V0023,Metro Consulting Corporation,2026-02-11,2026-03-28,GBP,10404.89,0.0,10404.89,OPEX-20831,OPS,Training services,OPEN
INV-2026-001490,V0032,Keystone Logistics Limited,2026-02-11,2026-03-13,GBP,9656.09,1738.1,11394.19,OPEX-16029,MKT,Training services,PAID
INV-2026-001539,V0062,Vertex Packaging Incorporated,2026-02-11,2026-03-13,USD,15751.9,2835.34,18587.24,OPEX-61249,LOG,Professional consulting,PAID
INV-2026-001555,V0034,Metro Consulting Limited,2026-02-11,2026-03-13,EUR,15443.68,2316.55,17760.23,CAPEX-62601,MKT,Network equipment,REVIEW
INV-2026-001965,V0051,Nova Systems Corporation,2026-02-11,2026-02-26,GBP,18865.47,0.0,18865.47,OPEX-63955,PROC,Freight and logistics,PAID
INV-2026-000341,V0054,Jade Industries Limited,2026-02-12,2026-03-29,USD,17649.6,1411.97,19061.57,OPEX-23294,MKT,Packaging materials,PAID
INV-2026-000354,V0023,Metro Consulting Corporation,2026-02-12,2026-03-14,LKR,405634.02,0.0,405634.02,OPEX-20271,PROC,Maintenance services,REVIEW
INV-2026-000389,V0025,Lanka Foods Limited,2026-02-12,2026-03-29,USD,4660.96,838.97,5499.93,PR-37681,PROC,Cloud infrastructure services,PAID
INV-2026-000402,V0084,Harbor Industries Limited,2026-02-12,2026-02-27,USD,13959.86,0.0,13959.86,PR-23593,HR,Security services,REVIEW
INV-2026-000440,V0013,Delta Solutions Corporation,2026-02-12,2026-04-13,EUR,265.73,0.0,265.73,PR-97862,PROC,Professional consulting,REVIEW
INV-2026-000662,V0007,Quantum Technologies Incorporated,2026-02-12,2026-03-29,USD,9587.49,958.75,10546.24,PR-59781,PROC,Warehouse supplies,PAID
INV-2026-001367,V0016,Zenith Holdings Incorporated,2026-02-12,2026-03-14,USD,17410.61,0.0,17410.61,PO-65598,HR,Freight and logistics,REVIEW
INV-2026-001535,V0068,Harbor Supplies Limited,2026-02-12,2026-03-14,USD,2110.74,0.0,2110.74,PR-29929,LOG,Security services,PAID
INV-2026-001773,V0040,Summit Textiles Incorporated,2026-02-12,2026-04-13,USD,4728.49,0.0,4728.49,PO-85053,PROC,Warehouse supplies,REVIEW
INV-2026-000348,V0027,Pioneer Solutions Incorporated,2026-02-13,2026-03-15,USD,9534.58,0.0,9534.58,CAPEX-62096,HR,Packaging materials,REVIEW
INV-2026-000377,V0039,Zenith Consulting Incorporated,2026-02-13,2026-04-14,USD,5960.43,596.04,6556.47,PR-43902,PROC,Data services,PAID
INV-2026-000812,V0034,Metro Consulting Limited,2026-02-13,2026-02-28,USD,12405.92,1860.89,14266.81,CAPEX-29562,IT,Network equipment,PAID
INV-2026-000897,V0053,Pioneer Trading Incorporated,2026-02-13,2026-02-28,EUR,19227.13,0.0,19227.13,PO-17667,OPS,Maintenance services,PAID
INV-2026-000979,V0051,Nova Systems Corporation,2026-02-13,2026-02-28,GBP,15300.15,2754.03,18054.18,CAPEX-30119,HR,Network equipment,PAID
INV-2026-000988,V0073,Crescent Logistics Corporation,2026-02-13,2026-03-15,USD,12045.36,2168.16,14213.52,OPEX-98853,MKT,Warehouse supplies,PAID
INV-2026-001229,V0031,Pioneer Supplies Incorporated,2026-02-13,2026-03-15,GBP,1500.76,0.0,1500.76,CAPEX-69666,FIN,Cloud infrastructure services,REVIEW
INV-2026-001468,V0083,Metro Engineering Limited,2026-02-13,2026-04-14,USD,3606.7,360.67,3967.37,PO-97653,IT,Network equipment,PAID
INV-2026-001484,V0051,Nova Systems Corporation,2026-02-13,2026-03-15,EUR,13292.3,1063.38,14355.69,OPEX-95654,LOG,Maintenance services,PAID
INV-2026-001833,V0034,Metro Consulting Limited,2026-02-13,2026-03-15,GBP,5231.0,0.0,5231.0,OPEX-36750,PROC,Freight and logistics,PAID
INV-2026-000058,V0022,Crescent Supplies Limited,2026-02-14,2026-03-01,EUR,17432.29,2614.84,20047.13,PR-75230,LOG,Freight and logistics,PAID
INV-2026-000186,V0005,Nova Logistics Limited,2026-02-14,2026-03-31,LKR,372182.7,0.0,372182.7,OPEX-74930,FIN,Warehouse supplies,PAID
INV-2026-000359,V0005,Nova Logistics Limited,2026-02-14,2026-03-16,USD,2979.79,446.97,3426.76,OPEX-15083,HR,Network equipment,PAID
INV-2026-000465,V0073,Crescent Logistics Corporation,2026-02-14,2026-03-31,GBP,7644.95,1146.74,8791.69,PO-77720,OPS,Maintenance services,PAID
INV-2026-000503,V0088,Unity Technologies Limited,2026-02-14,2026-03-31,USD,14001.1,1400.11,15401.21,CAPEX-11103,IT,Training services,PAID
INV-2026-000715,V0047,Insight Technologies Incorporated,2026-02-14,2026-04-15,GBP,1452.08,261.37,1713.45,PR-28141,OPS,Professional consulting,PAID
INV-2026-000739,V0054,Jade Industries Limited,2026-02-14,2026-04-15,USD,14239.71,0.0,14239.71,PR-34380,MKT,Maintenance services,PAID
INV-2026-000860,V0021,Vertex Supplies Corporation,2026-02-14,2026-04-15,USD,16159.49,1292.76,17452.25,OPEX-24938,LOG,Professional consulting,REVIEW
INV-2026-000940,V0034,Metro Consulting Limited,2026-02-14,2026-03-16,LKR,1120147.29,0.0,1120147.29,PR-12817,FIN,Office equipment,PAID
INV-2026-001389,V0063,Fusion Consulting Incorporated,2026-02-14,2026-03-31,GBP,17513.74,2627.06,20140.81,PO-15006,OPS,Cloud infrastructure services,PAID
INV-2026-001430,V0032,Keystone Logistics Limited,2026-02-14,2026-03-01,EUR,2000.1,360.02,2360.12,PR-92958,HR,Maintenance services,REVIEW
INV-2026-001449,V0060,Zenith Packaging Limited,2026-02-14,2026-03-01,USD,11653.54,1165.35,12818.89,OPEX-63778,FIN,Training services,REVIEW
INV-2026-001453,V0031,Pioneer Supplies Incorporated,2026-02-14,2026-03-31,GBP,18437.15,1474.97,19912.12,PR-48401,IT,Cloud infrastructure services,PAID
INV-2026-001510,V0012,Evergreen Industries Corporation,2026-02-14,2026-04-15,EUR,14523.42,0.0,14523.42,PR-37477,IT,Packaging materials,REVIEW
INV-2026-001592,V0070,Royal Supplies Incorporated,2026-02-14,2026-03-16,GBP,1073.37,0.0,1073.37,PO-49707,HR,Professional consulting,PAID
INV-2026-001701,V0053,Pioneer Trading Incorporated,2026-02-14,2026-03-01,EUR,17960.47,3232.89,21193.36,PO-46808,PROC,Office equipment,PAID
INV-2026-000105,V0010,Silverline Systems Incorporated,2026-02-15,2026-04-01,USD,15118.38,2267.76,17386.14,OPEX-99277,LOG,Training services,REVIEW
INV-2026-000203,V0016,Zenith Holdings Incorporated,2026-02-15,2026-04-16,USD,10633.39,1914.01,12547.4,PR-10455,MKT,Cloud infrastructure services,OPEN
INV-2026-000232,V0005,Nova Logistics Limited,2026-02-15,2026-03-17,USD,19234.01,2885.1,22119.11,PR-62205,IT,Office equipment,PAID
INV-2026-000423,V0017,Delta Pharma Limited,2026-02-15,2026-04-16,EUR,13922.92,1113.83,15036.76,PO-56168,LOG,Packaging materials,PAID
INV-2026-000697,V0064,Redwood Textiles Limited,2026-02-15,2026-03-17,GBP,18462.74,0.0,18462.74,CAPEX-47363,FIN,Maintenance services,PAID
INV-2026-000699,V0069,Keystone Technologies Incorporated,2026-02-15,2026-03-17,LKR,82403.82,12360.57,94764.39,PO-19287,FIN,Warehouse supplies,PAID
INV-2026-001173,V0015,Titan Consulting Limited,2026-02-15,2026-04-01,USD,7537.66,1130.65,8668.3,PR-81141,HR,Maintenance services,PAID
INV-2026-001191,V0002,Zenith Consulting Limited,2026-02-15,2026-04-16,GBP,12180.3,0.0,12180.3,PO-54932,OPS,Packaging materials,REVIEW
INV-2026-001224,V0052,Apex Consulting Incorporated,2026-02-15,2026-04-16,USD,10647.71,1064.77,11712.48,OPEX-24311,PROC,Cloud infrastructure services,PAID
INV-2026-001329,V0041,Metro Foods Limited,2026-02-15,2026-03-17,USD,16302.07,2934.37,19236.44,PR-66431,LOG,Office equipment,PAID
INV-2026-001384,V0045,Nova Solutions Corporation,2026-02-15,2026-03-02,LKR,747232.17,74723.22,821955.39,CAPEX-65584,FIN,Security services,PAID
INV-2026-001399,V0037,Seacrest Holdings Limited,2026-02-15,2026-03-17,USD,11352.99,1135.3,12488.29,PR-34673,OPS,Professional consulting,REVIEW
INV-2026-001473,V0059,Seacrest Solutions Limited,2026-02-15,2026-03-02,EUR,5403.38,432.27,5835.65,PO-34905,PROC,Software licensing,PAID
INV-2026-001963,V0053,Pioneer Trading Incorporated,2026-02-15,2026-04-16,USD,17452.19,1745.22,19197.41,OPEX-92179,FIN,Cloud infrastructure services,PAID
INV-2026-001979,V0066,Jade Pharma Incorporated,2026-02-15,2026-04-16,GBP,19918.79,1991.88,21910.67,PO-54364,FIN,Security services,PAID
INV-2026-000498,V0035,Global Engineering Limited,2026-02-16,2026-03-18,USD,14773.79,0.0,14773.79,PR-44787,FIN,Professional consulting,PAID
INV-2026-001266,V0085,Royal Holdings Limited,2026-02-16,2026-04-17,GBP,18556.96,3340.25,21897.21,CAPEX-26963,PROC,Network equipment,PAID
INV-2026-001321,V0026,Vertex Consulting Incorporated,2026-02-16,2026-04-02,USD,3435.41,343.54,3778.95,CAPEX-82689,PROC,Packaging materials,REVIEW
INV-2026-001517,V0020,Global Solutions Limited,2026-02-16,2026-03-18,USD,15756.75,0.0,15756.75,OPEX-36748,OPS,Maintenance services,PAID
INV-2026-001584,V0088,Unity Technologies Limited,2026-02-16,2026-04-17,EUR,3447.62,0.0,3447.62,OPEX-35317,LOG,Freight and logistics,PAID
INV-2026-001601,V0009,Orbit Consulting Limited,2026-02-16,2026-04-17,USD,3447.25,620.51,4067.76,CAPEX-99247,PROC,Warehouse supplies,PAID
INV-2026-001622,V0056,Silverline Technologies Incorporated,2026-02-16,2026-04-02,USD,13916.12,1391.61,15307.73,PR-45824,PROC,Training services,PAID
INV-2026-001977,V0069,Keystone Technologies Incorporated,2026-02-16,2026-03-03,GBP,3964.5,594.68,4559.18,OPEX-32494,LOG,Data services,REVIEW
INV-2026-000026,V0089,Pioneer Supplies Limited,2026-02-17,2026-03-19,USD,14803.46,1184.28,15987.74,CAPEX-23176,MKT,Professional consulting,PAID
INV-2026-000222,V0063,Fusion Consulting Incorporated,2026-02-17,2026-04-18,GBP,19149.87,2872.48,22022.35,PO-19742,MKT,Training services,PAID
INV-2026-000670,V0073,Crescent Logistics Corporation,2026-02-17,2026-03-04,GBP,3783.15,302.65,4085.8,OPEX-96570,IT,Training services,PAID
INV-2026-000756,V0026,Vertex Consulting Incorporated,2026-02-17,2026-03-19,USD,1924.69,346.44,2271.14,CAPEX-85989,OPS,Network equipment,PAID
INV-2026-000788,V0067,Unity Foods Corporation,2026-02-17,2026-04-18,USD,4353.5,783.63,5137.13,OPEX-45118,PROC,Data services,REVIEW
INV-2026-000837,V0079,Global Trading Limited,2026-02-17,2026-04-03,GBP,8589.22,0.0,8589.22,CAPEX-70755,PROC,Professional consulting,REVIEW
INV-2026-000844,V0044,Evergreen Systems Incorporated,2026-02-17,2026-03-19,USD,1675.02,251.25,1926.28,CAPEX-98265,IT,Maintenance services,PAID
INV-2026-001186,V0046,Metro Holdings Incorporated,2026-02-17,2026-03-19,GBP,17970.44,1437.63,19408.07,PR-80178,MKT,Professional consulting,REVIEW
INV-2026-001221,V0059,Seacrest Solutions Limited,2026-02-17,2026-03-19,USD,9587.66,1438.15,11025.81,OPEX-56131,OPS,Software licensing,PAID
INV-2026-001307,V0005,Nova Logistics Limited,2026-02-17,2026-04-18,LKR,894610.04,71568.8,966178.84,PO-82536,PROC,Professional consulting,PAID
INV-2026-001496,V0028,Unity Systems Incorporated,2026-02-17,2026-03-19,USD,4646.32,371.71,5018.03,CAPEX-36081,PROC,Warehouse supplies,PAID
INV-2026-001578,V0012,Evergreen Industries Corporation,2026-02-17,2026-03-19,USD,4108.07,328.65,4436.72,PO-54527,HR,Software licensing,REVIEW
INV-2026-001647,V0025,Lanka Foods Limited,2026-02-17,2026-03-19,LKR,1984161.32,0.0,1984161.32,OPEX-93269,MKT,Security services,OPEN
INV-2026-001733,V0009,Orbit Consulting Limited,2026-02-17,2026-04-18,USD,2423.09,0.0,2423.09,PR-36535,FIN,Office equipment,PAID
INV-2026-001820,V0090,Nova Packaging Corporation,2026-02-17,2026-03-04,LKR,1571833.19,125746.66,1697579.85,OPEX-22218,HR,Network equipment,PAID
INV-2026-000110,V0084,Harbor Industries Limited,2026-02-18,2026-03-20,EUR,9575.51,0.0,9575.51,PO-69050,IT,Network equipment,OPEN
INV-2026-000205,V0036,Unity Packaging Corporation,2026-02-18,2026-03-05,USD,16212.43,1621.24,17833.67,PO-41544,FIN,Software licensing,PAID
INV-2026-000331,V0073,Crescent Logistics Corporation,2026-02-18,2026-04-04,EUR,6263.98,626.4,6890.37,PO-21830,IT,Professional consulting,PAID
INV-2026-000374,V0039,Zenith Consulting Incorporated,2026-02-18,2026-03-20,EUR,15337.63,0.0,15337.63,OPEX-96577,OPS,Training services,PAID
INV-2026-000529,V0063,Fusion Consulting Incorporated,2026-02-18,2026-03-20,USD,3144.73,471.71,3616.44,PO-34371,IT,Office equipment,PAID
INV-2026-000750,V0029,Zenith Supplies Limited,2026-02-18,2026-04-19,EUR,13830.3,2074.54,15904.84,PO-64702,HR,Software licensing,REVIEW
INV-2026-000943,V0017,Delta Pharma Limited,2026-02-18,2026-03-20,EUR,7638.53,611.08,8249.61,CAPEX-88584,HR,Training services,PAID
INV-2026-001031,V0076,Royal Services Incorporated,2026-02-18,2026-03-05,EUR,7430.61,594.45,8025.06,OPEX-85617,PROC,Cloud infrastructure services,PAID
INV-2026-001385,V0072,Westbridge Logistics Limited,2026-02-18,2026-04-04,USD,3678.63,662.15,4340.78,PO-35668,HR,Network equipment,PAID
INV-2026-001559,V0015,Titan Consulting Limited,2026-02-18,2026-04-19,USD,18187.55,3273.76,21461.31,CAPEX-83389,LOG,Freight and logistics,OPEN
INV-2026-001736,V0028,Unity Systems Incorporated,2026-02-18,2026-04-04,USD,9637.24,0.0,9637.24,PR-60837,LOG,Training services,PAID
INV-2026-001748,V0085,Royal Holdings Limited,2026-02-18,2026-04-19,LKR,300073.4,54013.21,354086.62,CAPEX-34899,PROC,Training services,PAID
INV-2026-000190,V0073,Crescent Logistics Corporation,2026-02-19,2026-03-21,EUR,17140.19,1714.02,18854.21,OPEX-77538,OPS,Software licensing,REVIEW
INV-2026-000451,V0033,BrightPath Logistics Corporation,2026-02-19,2026-03-06,USD,13459.04,2018.86,15477.9,PO-81939,HR,Training services,REVIEW
INV-2026-000552,V0025,Lanka Foods Limited,2026-02-19,2026-04-20,GBP,5065.41,911.77,5977.18,PR-83193,PROC,Data services,REVIEW
INV-2026-000695,V0031,Pioneer Supplies Incorporated,2026-02-19,2026-03-06,EUR,19538.61,2930.79,22469.41,CAPEX-80742,LOG,Professional consulting,PAID
INV-2026-000879,V0075,Vertex Packaging Limited,2026-02-19,2026-03-21,USD,2068.0,372.24,2440.24,OPEX-64008,IT,Software licensing,PAID
INV-2026-000929,V0076,Royal Services Incorporated,2026-02-19,2026-03-06,USD,364.3,65.57,429.87,PO-87710,MKT,Professional consulting,PAID
INV-2026-000976,V0052,Apex Consulting Incorporated,2026-02-19,2026-04-05,USD,333.46,0.0,333.46,PR-52875,PROC,Warehouse supplies,PAID
INV-2026-001098,V0025,Lanka Foods Limited,2026-02-19,2026-04-05,USD,1608.61,241.29,1849.9,CAPEX-49515,PROC,Packaging materials,PAID
INV-2026-001196,V0052,Apex Consulting Incorporated,2026-02-19,2026-03-21,USD,4053.78,729.68,4783.46,CAPEX-61488,IT,Security services,PAID
INV-2026-001237,V0012,Evergreen Industries Corporation,2026-02-19,2026-04-05,GBP,2265.68,181.25,2446.94,OPEX-79062,FIN,Office equipment,OPEN
INV-2026-001333,V0069,Keystone Technologies Incorporated,2026-02-19,2026-03-06,USD,16670.19,0.0,16670.19,CAPEX-36626,OPS,Security services,PAID
INV-2026-001386,V0068,Harbor Supplies Limited,2026-02-19,2026-03-06,EUR,6290.57,0.0,6290.57,CAPEX-43260,LOG,Cloud infrastructure services,PAID
INV-2026-001482,V0024,Unity Foods Limited,2026-02-19,2026-03-06,LKR,482810.53,38624.84,521435.37,CAPEX-51945,MKT,Data services,OPEN
INV-2026-001533,V0066,Jade Pharma Incorporated,2026-02-19,2026-03-21,LKR,1369134.37,0.0,1369134.37,PR-56391,LOG,Security services,PAID
INV-2026-001575,V0021,Vertex Supplies Corporation,2026-02-19,2026-03-21,EUR,15501.84,0.0,15501.84,PR-13864,PROC,Packaging materials,REVIEW
INV-2026-001747,V0040,Summit Textiles Incorporated,2026-02-19,2026-03-21,EUR,13560.87,1084.87,14645.74,CAPEX-88349,HR,Training services,REVIEW
INV-2026-001874,V0062,Vertex Packaging Incorporated,2026-02-19,2026-03-21,USD,14684.46,2643.2,17327.67,OPEX-42921,PROC,Office equipment,PAID
INV-2026-001949,V0080,Vertex Textiles Corporation,2026-02-19,2026-03-21,USD,2274.09,0.0,2274.09,CAPEX-28519,MKT,Maintenance services,PAID
INV-2026-000262,V0042,Evergreen Packaging Limited,2026-02-20,2026-04-06,USD,5335.59,533.56,5869.14,CAPEX-88246,HR,Security services,OPEN
INV-2026-000309,V0064,Redwood Textiles Limited,2026-02-20,2026-04-21,LKR,1597047.74,0.0,1597047.74,PO-63744,IT,Professional consulting,REVIEW
INV-2026-000320,V0017,Delta Pharma Limited,2026-02-20,2026-04-06,USD,13763.35,2477.4,16240.75,PO-86326,LOG,Office equipment,OPEN
INV-2026-000395,V0064,Redwood Textiles Limited,2026-02-20,2026-04-21,USD,15585.82,2337.87,17923.7,PR-56913,PROC,Maintenance services,REVIEW
INV-2026-000536,V0039,Zenith Consulting Incorporated,2026-02-20,2026-03-22,USD,17289.51,0.0,17289.51,PO-40928,PROC,Maintenance services,PAID
INV-2026-000631,V0043,Silverline Logistics Limited,2026-02-20,2026-04-21,USD,19476.8,1947.68,21424.48,PR-22178,MKT,Warehouse supplies,OPEN
INV-2026-000733,V0036,Unity Packaging Corporation,2026-02-20,2026-03-07,USD,10823.64,1082.36,11906.0,PO-77081,HR,Professional consulting,REVIEW
INV-2026-000873,V0052,Apex Consulting Incorporated,2026-02-20,2026-03-22,USD,854.97,68.4,923.36,OPEX-26515,LOG,Data services,REVIEW
